,date,title,category,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
82,2021-03-25 16:00:00+00:00,Sundar Pichai’s testimony before the U.S. House Committee on Energy & Commerce,Public Policy,https://blog.google/outreach-initiatives/public-policy/sundar-pichais-testimony-before-the-us-house-committee-on-energy-commerce/,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0
82,2021-03-25 16:00:00+00:00,Sundar Pichai’s testimony before the U.S. House Committee on Energy & Commerce,Public Policy,https://blog.google/outreach-initiatives/public-policy/sundar-pichais-testimony-before-the-us-house-committee-on-energy-commerce/,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1
83,2021-03-16 16:46:00+00:00,The 2012 FTC staff papers,Public Policy,https://blog.google/outreach-initiatives/public-policy/2012-ftc-staff-papers/,[],0,0,0,0,0
84,2021-02-25 14:00:00+00:00,Let’s finalize an international tax deal,Public Policy,https://blog.google/outreach-initiatives/public-policy/lets-finalize-an-international-tax-deal/,['health_disinfo'],0,0,1,0,0
85,2021-01-27 15:00:00+00:00,GSEC Dublin: A content responsibility center for Europe,Google in Europe,https://blog.google/around-the-globe/google-europe/gsec-dublin-content-responsibility-center-europe/,"['health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0
85,2021-01-27 15:00:00+00:00,GSEC Dublin: A content responsibility center for Europe,Google in Europe,https://blog.google/around-the-globe/google-europe/gsec-dublin-content-responsibility-center-europe/,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0
85,2021-01-27 15:00:00+00:00,GSEC Dublin: A content responsibility center for Europe,Google in Europe,https://blog.google/around-the-globe/google-europe/gsec-dublin-content-responsibility-center-europe/,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1
86,2021-01-17 16:00:00+00:00,AG Paxton’s misleading attack on our ad tech business,Public Policy,https://blog.google/outreach-initiatives/public-policy/ag-paxtons-misleading-attack-on-our-ad-tech-business/,['safety'],0,0,0,0,1
87,2021-01-13 11:00:00+00:00,Our continuing support for Dreamers,Public Policy,https://blog.google/outreach-initiatives/public-policy/our-continuing-support-dreamers/,"['children', 'safety']",1,0,0,0,0
87,2021-01-13 11:00:00+00:00,Our continuing support for Dreamers,Public Policy,https://blog.google/outreach-initiatives/public-policy/our-continuing-support-dreamers/,"['children', 'safety']",0,0,0,0,1
88,2020-12-17 19:17:00+00:00,Redesigning Search would harm American consumers and businesses,Public Policy,https://blog.google/outreach-initiatives/public-policy/redesigning-search-would-harm-consumers-and-american-businesses/,[],0,0,0,0,0
89,2020-12-17 09:00:00+00:00,A more private web can help businesses grow,Google in Europe,https://blog.google/around-the-globe/google-europe/more-private-web-can-help-businesses-grow/,"['health_disinfo', 'safety']",0,0,1,0,0
89,2020-12-17 09:00:00+00:00,A more private web can help businesses grow,Google in Europe,https://blog.google/around-the-globe/google-europe/more-private-web-can-help-businesses-grow/,"['health_disinfo', 'safety']",0,0,0,0,1
90,2020-11-16 08:00:00+00:00,The opportunity for “Digital Sprinters”,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-opportunity-for-digital-sprinters/,"['hate_speech', 'health_disinfo']",0,1,0,0,0
90,2020-11-16 08:00:00+00:00,The opportunity for “Digital Sprinters”,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-opportunity-for-digital-sprinters/,"['hate_speech', 'health_disinfo']",0,0,1,0,0
91,2020-10-28 14:35:00+00:00,Sundar Pichai’s testimony before the Senate Commerce Committee,Public Policy,https://blog.google/outreach-initiatives/public-policy/sundar-pichai-testimony-senate-commerce-committee/,['safety'],0,0,0,0,1
92,2020-10-28 14:00:00+00:00,The Digital Services Act must not harm Europe’s economic recovery,Google in Europe,https://blog.google/around-the-globe/google-europe/the-digital-services-act-must-not-harm-europes-economic-recovery/,"['health_disinfo', 'safety']",0,0,1,0,0
92,2020-10-28 14:00:00+00:00,The Digital Services Act must not harm Europe’s economic recovery,Google in Europe,https://blog.google/around-the-globe/google-europe/the-digital-services-act-must-not-harm-europes-economic-recovery/,"['health_disinfo', 'safety']",0,0,0,0,1
93,2020-10-22 01:00:00+00:00,A united front against online piracy in Asia Pacific,Google in Asia,https://blog.google/around-the-globe/google-asia/united-front-against-online-piracy-asia-pacific/,[],0,0,0,0,0
94,2020-10-21 01:00:00+00:00,"Partnership, policy and trade in Asia’s economic recovery",Google in Asia,https://blog.google/around-the-globe/google-asia/partnership-policy-trade-recovery/,"['health_disinfo', 'political_disinfo']",0,0,1,0,0
94,2020-10-21 01:00:00+00:00,"Partnership, policy and trade in Asia’s economic recovery",Google in Asia,https://blog.google/around-the-globe/google-asia/partnership-policy-trade-recovery/,"['health_disinfo', 'political_disinfo']",0,0,0,1,0
95,2020-10-20 15:29:00+00:00,A deeply flawed lawsuit that would do nothing to help consumers,Public Policy,https://blog.google/outreach-initiatives/public-policy/response-doj/,[],0,0,0,0,0
96,2020-10-13 11:00:00+00:00,Serving Veterans with a new resource hub,Public Policy,https://blog.google/outreach-initiatives/public-policy/serving-veterans-new-resource-hub/,['health_disinfo'],0,0,1,0,0
97,2020-10-06 23:55:00+00:00,Statement on the Democratic and Republican House Antitrust Subcommittee reports,Public Policy,https://blog.google/outreach-initiatives/public-policy/statement-democratic-and-republican-house-antitrust-subcommittee-reports/,[],0,0,0,0,0
98,2020-09-03 15:30:00+00:00,"A more responsible, innovative and helpful internet in Europe",Google in Europe,https://blog.google/around-the-globe/google-europe/more-responsible-innovative-and-helpful-internet-europe/,"['children', 'safety']",1,0,0,0,0
98,2020-09-03 15:30:00+00:00,"A more responsible, innovative and helpful internet in Europe",Google in Europe,https://blog.google/around-the-globe/google-europe/more-responsible-innovative-and-helpful-internet-europe/,"['children', 'safety']",0,0,0,0,1
99,2020-09-02 13:00:00+00:00,Partnering with NSF on human-AI collaboration,AI,https://blog.google/technology/ai/partnering-nsf-human-ai-collaboration/,['safety'],0,0,0,0,1
100,2020-08-07 18:00:00+00:00,In support of interoperability,Public Policy,https://blog.google/outreach-initiatives/public-policy/support-interoperability/,[],0,0,0,0,0
101,2020-07-29 17:52:00+00:00,Sundar Pichai’s testimony to the U.S. House Judiciary Subcommittee on Antitrust,Public Policy,https://blog.google/outreach-initiatives/public-policy/sundar-pichais-testimony-to-the-us-house-judiciary-subcommittee-on-antitrust/,"['health_disinfo', 'safety']",0,0,1,0,0
101,2020-07-29 17:52:00+00:00,Sundar Pichai’s testimony to the U.S. House Judiciary Subcommittee on Antitrust,Public Policy,https://blog.google/outreach-initiatives/public-policy/sundar-pichais-testimony-to-the-us-house-judiciary-subcommittee-on-antitrust/,"['health_disinfo', 'safety']",0,0,0,0,1
102,2020-04-23 16:00:00+00:00,Respecting rights: Global Network Initiative assessment report,Public Policy,https://blog.google/outreach-initiatives/public-policy/respecting-rights-global-network-initiative-assessment-report/,[],0,0,0,0,0
103,2020-02-26 14:00:00+00:00,Continuing to grow and invest across America in 2020,Company announcements,https://blog.google/inside-google/company-announcements/continuing-grow-invest-across-america-2020/,[],0,0,0,0,0
104,2020-02-03 11:00:00+00:00,Supporting the 2020 U.S. election,Safety & Security,https://blog.google/technology/safety-security/supporting-2020-us-election/,"['health_disinfo', 'political_disinfo']",0,0,1,0,0
104,2020-02-03 11:00:00+00:00,Supporting the 2020 U.S. election,Safety & Security,https://blog.google/technology/safety-security/supporting-2020-us-election/,"['health_disinfo', 'political_disinfo']",0,0,0,1,0
105,2020-01-06 22:35:00+00:00,The case for open innovation,Public Policy,https://blog.google/outreach-initiatives/public-policy/case-for-open-innovation/,[],0,0,0,0,0
106,2019-12-11 20:00:00+00:00,How Google and YouTube are working to protect the 2020 U.S. Census,Safety & Security,https://blog.google/technology/safety-security/how-google-and-youtube-are-working-protect-2020-us-census/,"['health_disinfo', 'political_disinfo']",0,0,1,0,0
106,2019-12-11 20:00:00+00:00,How Google and YouTube are working to protect the 2020 U.S. Census,Safety & Security,https://blog.google/technology/safety-security/how-google-and-youtube-are-working-protect-2020-us-census/,"['health_disinfo', 'political_disinfo']",0,0,0,1,0
107,2019-11-20 23:00:00+00:00,An update on our political ads policy,Ads,https://blog.google/technology/ads/update-our-political-ads-policy/,['political_disinfo'],0,0,0,1,0
108,2019-10-25 17:00:00+00:00,Bringing Wi-Fi to the residents of Celilo Village,Public Policy,https://blog.google/outreach-initiatives/public-policy/celilo-village-wi-fi-chromebooks/,[],0,0,0,0,0
109,2019-10-02 19:00:00+00:00,The historic partnership of democracy and technology,Public Policy,https://blog.google/outreach-initiatives/public-policy/historic-partnership-democracy-and-technology/,[],0,0,0,0,0
110,2019-09-12 10:00:00+00:00,The courage to change: sharing resources for recovery,Company announcements,https://blog.google/inside-google/company-announcements/recover-together/,['health_disinfo'],0,0,1,0,0
111,2019-09-06 21:06:00+00:00,"Google’s services create choice for consumers, and spur innovation in the U.S.",Public Policy,https://blog.google/outreach-initiatives/public-policy/consumer-choice-competition-innovation/,[],0,0,0,0,0
112,2019-08-22 23:00:00+00:00,Maintaining the integrity of our platforms,Public Policy,https://blog.google/outreach-initiatives/public-policy/maintaining-integrity-our-platforms/,[],0,0,0,0,0
113,2019-06-27 19:00:00+00:00,It’s time for a new international tax deal,Public Policy,https://blog.google/outreach-initiatives/public-policy/its-time-new-international-tax-deal/,[],0,0,0,0,0
114,2019-06-19 20:00:00+00:00,Oversight frameworks for content-sharing platforms,Public Policy,https://blog.google/outreach-initiatives/public-policy/oversight-frameworks-content-sharing-platforms/,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,1,0,0,0
114,2019-06-19 20:00:00+00:00,Oversight frameworks for content-sharing platforms,Public Policy,https://blog.google/outreach-initiatives/public-policy/oversight-frameworks-content-sharing-platforms/,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0
114,2019-06-19 20:00:00+00:00,Oversight frameworks for content-sharing platforms,Public Policy,https://blog.google/outreach-initiatives/public-policy/oversight-frameworks-content-sharing-platforms/,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0
114,2019-06-19 20:00:00+00:00,Oversight frameworks for content-sharing platforms,Public Policy,https://blog.google/outreach-initiatives/public-policy/oversight-frameworks-content-sharing-platforms/,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1
115,2019-04-18 12:00:00+00:00,Presenting search app and browser options to Android users in Europe,Google in Europe,https://blog.google/around-the-globe/google-europe/presenting-search-app-and-browser-options-android-users-europe/,[],0,0,0,0,0
116,2019-04-11 20:00:00+00:00,USMCA: A trade framework for the digital age,Public Policy,https://blog.google/outreach-initiatives/public-policy/usmca-trade-framework-digital-age/,[],0,0,0,0,0
117,2019-03-19 23:00:00+00:00,Supporting choice and competition in Europe,Android,https://blog.google/around-the-globe/google-europe/supporting-choice-and-competition-europe/,['health_disinfo'],0,0,1,0,0
118,2019-03-05 17:00:00+00:00,Doing our part to share open data responsibly,AI,https://blog.google/technology/ai/sharing-open-data/,"['health_disinfo', 'safety']",0,0,1,0,0
118,2019-03-05 17:00:00+00:00,Doing our part to share open data responsibly,AI,https://blog.google/technology/ai/sharing-open-data/,"['health_disinfo', 'safety']",0,0,0,0,1
119,2019-02-21 17:00:00+00:00,"To help fight the opioid crisis, a new tool from Maps and Search",Public Policy,https://blog.google/outreach-initiatives/public-policy/opioid-crisis-maps-search/,"['health_disinfo', 'safety']",0,0,1,0,0
119,2019-02-21 17:00:00+00:00,"To help fight the opioid crisis, a new tool from Maps and Search",Public Policy,https://blog.google/outreach-initiatives/public-policy/opioid-crisis-maps-search/,"['health_disinfo', 'safety']",0,0,0,0,1
120,2019-02-14 18:00:00+00:00,Smart regulation for combating illegal content,Public Policy,https://blog.google/outreach-initiatives/public-policy/principles-evolving-technology-policy-2019/smart-regulation-combating-illegal-content/,['safety'],0,0,0,0,1
121,2019-02-13 18:00:00+00:00,Investing across the U.S. in 2019,Company announcements,https://blog.google/inside-google/company-announcements/investing-13-billion-2019/,[],0,0,0,0,0
122,2019-01-24 20:00:00+00:00,Oracle v. Google and the future of software development,Public Policy,https://blog.google/outreach-initiatives/public-policy/our-fight-protect-future-software-development/,[],0,0,0,0,0
123,2019-01-22 18:00:00+00:00,Engaging policy stakeholders on issues in AI governance,Public Policy,https://blog.google/outreach-initiatives/public-policy/engaging-policy-stakeholders-issues-ai-governance/,"['health_disinfo', 'safety']",0,0,1,0,0
123,2019-01-22 18:00:00+00:00,Engaging policy stakeholders on issues in AI governance,Public Policy,https://blog.google/outreach-initiatives/public-policy/engaging-policy-stakeholders-issues-ai-governance/,"['health_disinfo', 'safety']",0,0,0,0,1
124,2019-01-18 15:00:00+00:00,Applications are open for the Google North America Public Policy Fellowship,Public Policy,https://blog.google/outreach-initiatives/public-policy/applications-are-open-google-north-america-public-policy-fellowship/,[],0,0,0,0,0
125,2019-01-08 17:30:00+00:00,How we’re supporting smart regulation and policy innovation in 2019,Public Policy,https://blog.google/outreach-initiatives/public-policy/principles-evolving-technology-policy-2019/,['hate_speech'],0,1,0,0,0
126,2018-12-20 23:59:00+00:00,"To stop terror content online, tech companies need to work together",Public Policy,https://blog.google/outreach-initiatives/public-policy/stop-terror-content-online-tech-companies-need-work-together/,['hate_speech'],0,1,0,0,0
127,2018-12-20 19:05:00+00:00,"A ""First Step"" towards criminal justice reform",Public Policy,https://blog.google/outreach-initiatives/public-policy/first-step-towards-criminal-justice-reform/,"['children', 'safety']",1,0,0,0,0
127,2018-12-20 19:05:00+00:00,"A ""First Step"" towards criminal justice reform",Public Policy,https://blog.google/outreach-initiatives/public-policy/first-step-towards-criminal-justice-reform/,"['children', 'safety']",0,0,0,0,1
128,2018-12-20 13:00:00+00:00,From soil to supper: How technology influences your dinner,Public Policy,https://blog.google/outreach-initiatives/public-policy/soil-supper-how-technology-influences-your-dinner/,['health_disinfo'],0,0,1,0,0
129,2018-11-07 06:00:00+00:00,Protecting what we love about the internet: our efforts to stop online piracy,Public Policy,https://blog.google/outreach-initiatives/public-policy/protecting-what-we-love-about-internet-our-efforts-stop-online-piracy/,[],0,0,0,0,0
130,2018-10-25 13:00:00+00:00,Parent helpline answers: How do I keep my family safe from opioid addiction?,Public Policy,https://blog.google/outreach-initiatives/public-policy/drug-free-helpline-answers-how-do-i-keep-my-family-safe-opioid-addiction/,['safety'],0,0,0,0,1
131,2018-10-03 13:10:00+00:00,Coming together to create a prior art archive,Public Policy,https://blog.google/outreach-initiatives/public-policy/coming-together-create-prior-art-archive/,['health_disinfo'],0,0,1,0,0
132,2018-09-24 18:40:00+00:00,Proposing a framework for data protection legislation,Public Policy,https://blog.google/outreach-initiatives/public-policy/proposing-framework-data-protection-legislation/,[],0,0,0,0,0
133,2018-09-04 17:15:00+00:00,Our testimony to the U.S. Senate Select Committee on Intelligence,Public Policy,https://blog.google/outreach-initiatives/public-policy/our-testimony-us-senate-select-committee-intelligence/,['political_disinfo'],0,0,0,1,0
134,2018-08-15 17:48:00+00:00,Introducing a new transparency report for political ads,Ads,https://blog.google/technology/ads/introducing-new-transparency-report-political-ads/,"['political_disinfo', 'safety']",0,0,0,1,0
134,2018-08-15 17:48:00+00:00,Introducing a new transparency report for political ads,Ads,https://blog.google/technology/ads/introducing-new-transparency-report-political-ads/,"['political_disinfo', 'safety']",0,0,0,0,1
135,2018-07-23 17:20:00+00:00,Updating government access laws for the digital age,Public Policy,https://blog.google/outreach-initiatives/public-policy/updating-government-access-laws-digital-age/,[],0,0,0,0,0
136,2018-07-18 11:30:00+00:00,"Android has created more choice, not less",Google in Europe,https://blog.google/around-the-globe/google-europe/android-has-created-more-choice-not-less/,['health_disinfo'],0,0,1,0,0
137,2018-06-28 16:00:00+00:00,A new report on building opportunities for everyone,Public Policy,https://blog.google/outreach-initiatives/public-policy/new-report-building-opportunities-everyone/,['safety'],0,0,0,0,1
138,2018-06-19 07:00:00+00:00,Joining forces in Europe to prepare for the future of work,Google in Europe,https://blog.google/around-the-globe/google-europe/joining-forces-europe-prepare-future-work/,['health_disinfo'],0,0,1,0,0
139,2018-05-11 23:50:00+00:00,Digital Love Letters from children to parents who are incarcerated,Public Policy,https://blog.google/outreach-initiatives/public-policy/digital-love-letters-children-parents-who-are-incarcerated/,['children'],1,0,0,0,0
140,2018-05-11 07:00:00+00:00,Our preparations for Europe’s new data protection law,Public Policy,https://blog.google/outreach-initiatives/public-policy/our-preparations-europes-new-data-protection-law/,['children'],1,0,0,0,0
141,2018-05-04 13:00:00+00:00,Supporting election integrity through greater advertising transparency,Public Policy,https://blog.google/outreach-initiatives/public-policy/supporting-election-integrity-through-greater-advertising-transparency/,"['health_disinfo', 'political_disinfo']",0,0,1,0,0
141,2018-05-04 13:00:00+00:00,Supporting election integrity through greater advertising transparency,Public Policy,https://blog.google/outreach-initiatives/public-policy/supporting-election-integrity-through-greater-advertising-transparency/,"['health_disinfo', 'political_disinfo']",0,0,0,1,0
142,2018-04-25 04:00:00+00:00,Help fight the opioid epidemic this National Prescription Drug Take Back Day,Public Policy,https://blog.google/outreach-initiatives/public-policy/national-drug-take-back-day/,"['health_disinfo', 'safety']",0,0,1,0,0
142,2018-04-25 04:00:00+00:00,Help fight the opioid epidemic this National Prescription Drug Take Back Day,Public Policy,https://blog.google/outreach-initiatives/public-policy/national-drug-take-back-day/,"['health_disinfo', 'safety']",0,0,0,0,1
143,2018-03-02 15:00:00+00:00,2018 Google North America Public Policy Fellowship now accepting applications,Public Policy,https://blog.google/outreach-initiatives/public-policy/2018-google-north-america-public-policy-fellowship-now-accepting-applications/,[],0,0,0,0,0
144,2018-02-26 17:00:00+00:00,Updating our “right to be forgotten” Transparency Report,Google in Europe,https://blog.google/around-the-globe/google-europe/updating-our-right-be-forgotten-transparency-report/,[],0,0,0,0,0
145,2017-12-26 18:45:00+00:00,Extending domain opt-out and AdWords API tools,Public Policy,https://blog.google/outreach-initiatives/public-policy/extending-domain-opt-out-and-adwords-api-tools/,[],0,0,0,0,0
146,2017-12-07 18:30:00+00:00,New government removals and National Security Letter data,Public Policy,https://blog.google/outreach-initiatives/public-policy/new-government-removals-and-national-security-letter-data/,['safety'],0,0,0,0,1
147,2017-12-04 15:00:00+00:00,Update on the Global Internet Forum to Counter Terrorism,Public Policy,https://blog.google/around-the-globe/google-europe/update-global-internet-forum-counter-terrorism/,[],0,0,0,0,0
148,2017-11-15 17:00:00+00:00,Defending access to lawful information at Europe’s highest court,Google in Europe,https://blog.google/around-the-globe/google-europe/defending-access-lawful-information-europes-highest-court/,[],0,0,0,0,0
149,2017-10-30 22:58:00+00:00,Security and disinformation in the U.S. 2016 election,Public Policy,https://blog.google/outreach-initiatives/public-policy/security-and-disinformation-us-2016-election/,"['health_disinfo', 'political_disinfo']",0,0,1,0,0
149,2017-10-30 22:58:00+00:00,Security and disinformation in the U.S. 2016 election,Public Policy,https://blog.google/outreach-initiatives/public-policy/security-and-disinformation-us-2016-election/,"['health_disinfo', 'political_disinfo']",0,0,0,1,0
150,2017-10-16 09:00:00+00:00,Towards a future of work that works for everyone,Google in Europe,https://blog.google/around-the-globe/google-europe/towards-future-work-works-everyone/,['children'],1,0,0,0,0
151,2017-09-28 16:22:00+00:00,Updating our Transparency Report and electronic privacy laws,Public Policy,https://blog.google/outreach-initiatives/public-policy/updating-our-transparency-report-and-electronic-privacy-laws/,[],0,0,0,0,0
152,2017-09-20 21:20:00+00:00,Working together to combat terrorists online,Public Policy,https://blog.google/outreach-initiatives/public-policy/working-together-combat-terrorists-online/,"['hate_speech', 'safety']",0,1,0,0,0
152,2017-09-20 21:20:00+00:00,Working together to combat terrorists online,Public Policy,https://blog.google/outreach-initiatives/public-policy/working-together-combat-terrorists-online/,"['hate_speech', 'safety']",0,0,0,0,1
153,2017-09-07 20:40:00+00:00,Google’s fight against human trafficking,Public Policy,https://blog.google/outreach-initiatives/public-policy/googles-fight-against-human-trafficking/,[],0,0,0,0,0
154,2017-07-27 23:00:00+00:00,A significant step toward modernizing our surveillance laws,Public Policy,https://blog.google/outreach-initiatives/public-policy/significant-step-toward-modernizing-our-surveillance-laws/,[],0,0,0,0,0
155,2017-07-20 14:00:00+00:00,Applications now open for the Google Policy Fellowship in Europe and Africa,Google in Europe,https://blog.google/around-the-globe/google-europe/applications-now-open-google-policy-fellowship-europe-and-africa/,[],0,0,0,0,0
156,2017-07-18 15:23:00+00:00,A new look for our Transparency Report,Public Policy,https://blog.google/outreach-initiatives/public-policy/new-look-our-transparency-report/,[],0,0,0,0,0
157,2017-07-12 10:00:00+00:00,Net Neutrality Day of Action: Help preserve the open internet,Public Policy,https://blog.google/outreach-initiatives/public-policy/net-neutrality-day-action-help-preserve-open-internet/,[],0,0,0,0,0
158,2017-07-11 18:00:00+00:00,Responding to the “Campaign for Accountability” report on academic research,Public Policy,https://blog.google/outreach-initiatives/public-policy/responding-campaign-accountability-report-academic-research/,[],0,0,0,0,0
159,2017-06-27 10:15:00+00:00,The European Commission decision on online shopping: the other side of the story,Google in Europe,https://blog.google/around-the-globe/google-europe/european-commission-decision-shopping-google-story/,[],0,0,0,0,0
160,2017-06-22 09:00:00+00:00,Digital security and due process: A new legal framework for the cloud era,Public Policy,https://blog.google/outreach-initiatives/public-policy/digital-security-and-due-process-new-legal-framework-cloud-era/,[],0,0,0,0,0
161,2017-04-20 18:00:00+00:00,An international framework for digital evidence,Public Policy,https://blog.google/outreach-initiatives/public-policy/international-framework-digital-evidence/,[],0,0,0,0,0
162,2017-04-03 05:00:00+00:00,Introducing PAX: the Android Networked Cross-License Agreement,Public Policy,https://blog.google/outreach-initiatives/public-policy/introducing-pax-android-networked-cross-license-agreement/,['health_disinfo'],0,0,1,0,0
163,2017-03-10 17:00:00+00:00,2017 Google North America Public Policy Fellowship now accepting applications,Public Policy,https://blog.google/outreach-initiatives/public-policy/2017-google-north-america-public-policy-fellowship-now-accepting-applications/,[],0,0,0,0,0
164,2017-02-15 17:00:00+00:00,"By Washington’s teeth! U.S. presidential history, now on Google Arts & Culture",Arts & Culture,https://blog.google/outreach-initiatives/arts-culture/washingtons-teeth-us-presidential-history-now-google-arts-culture/,['safety'],0,0,0,0,1
165,2017-02-06 23:30:00+00:00,Resounding support for updating electronic privacy laws,Public Policy,https://blog.google/outreach-initiatives/public-policy/resounding-support-updating-electronic-privacy-laws/,[],0,0,0,0,0
166,2016-12-19 18:23:00+00:00,Reflecting on Google's GNI Engagement,Public Policy,https://blog.google/outreach-initiatives/public-policy/reflecting-googles-gni-engagement/,[],0,0,0,0,0
167,2016-12-13 18:00:00+00:00,Sharing National Security Letters with the public,Public Policy,https://blog.google/outreach-initiatives/public-policy/sharing-national-security-letters-public/,[],0,0,0,0,0
168,2016-12-07 18:10:00+00:00,The nature of water: unveiling the most detailed view of water on Earth,Google in Europe,https://blog.google/around-the-globe/google-europe/nature-water-unveiling-most-detailed-view-water-earth/,['health_disinfo'],0,0,1,0,0
169,2016-10-12 14:19:00+00:00,Building on Surveillance Reform,Public Policy,https://blog.google/outreach-initiatives/public-policy/building-surveillance-reform/,[],0,0,0,0,0
170,2016-09-28 12:00:00+00:00,Strengthening the security of your Google account,Safety & Security,https://blog.google/technology/safety-security/strengthening-security-of-your-google/,['safety'],0,0,0,0,1
171,2016-09-26 11:51:00+00:00,Preserving a free and open internet (why the IANA transition must move forward),Public Policy,https://blog.google/outreach-initiatives/public-policy/preserving-free-and-open-internet/,[],0,0,0,0,0
172,2016-09-14 23:19:00+00:00,European copyright: there's a better way,Public Policy,https://blog.google/outreach-initiatives/public-policy/european-copyright-theres-better-way/,[],0,0,0,0,0
173,2016-09-13 10:10:00+00:00,#AskJuncker: YouTube creators to interview the European Commission President,Google in Europe,https://blog.google/around-the-globe/google-europe/askjuncker-youtube-creators-to/,['hate_speech'],0,1,0,0,0
174,2016-09-07 14:00:00+00:00,Refreshing our Transparency Report for copyright removals,Public Policy,https://blog.google/outreach-initiatives/public-policy/refreshing-our-transparency-report-copyright-removals/,[],0,0,0,0,0
175,2016-08-30 14:15:00+00:00,11 New Countries Available in Google Patents,Public Policy,https://blog.google/outreach-initiatives/public-policy/11-new-countries-available-google-patents/,[],0,0,0,0,0
176,2016-07-18 17:57:00+00:00,Privacy for the next billion users,Public Policy,https://blog.google/outreach-initiatives/public-policy/privacy-for-next-billion-users/,[],0,0,0,0,0
177,2016-07-13 15:20:00+00:00,American Democracy on Google Arts & Culture,Arts & Culture,https://blog.google/outreach-initiatives/arts-culture/american-democracy-on-google-arts/,['political_disinfo'],0,0,0,1,0
178,2016-07-13 10:00:00+00:00,Continuing to create value while fighting piracy: an update,Public Policy,https://blog.google/outreach-initiatives/public-policy/continuing-to-create-value-while/,[],0,0,0,0,0
179,2016-07-12 09:35:00+00:00,EU-US Privacy Shield: Restoring faith in data flows and transatlantic relations,Google in Europe,https://blog.google/around-the-globe/google-europe/eu-us-privacy-shield-restoring-faith-in/,[],0,0,0,0,0
180,2016-07-08 02:53:00+00:00,Global Network Initiative releases 2015 Assessment Report,Public Policy,https://blog.google/outreach-initiatives/public-policy/global-network-initiative-releases-2015/,[],0,0,0,0,0
181,2016-06-17 16:02:00+00:00,Digital Love Letters for fathers who are incarcerated,Public Policy,https://blog.google/outreach-initiatives/public-policy/digital-love-letters-for-fathers-who/,['children'],1,0,0,0,0
182,2016-06-10 16:23:00+00:00,The Trans-Pacific Partnership: A step forward for the Internet,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-trans-pacific-partnership-step/,"['hate_speech', 'safety']",0,1,0,0,0
182,2016-06-10 16:23:00+00:00,The Trans-Pacific Partnership: A step forward for the Internet,Public Policy,https://blog.google/outreach-initiatives/public-policy/the-trans-pacific-partnership-step/,"['hate_speech', 'safety']",0,0,0,0,1
183,2016-06-10 11:26:00+00:00,A new skills agenda for Europe: getting everyone digital,Google in Europe,https://blog.google/around-the-globe/google-europe/a-new-skills-agenda-for-europe-getting_10/,[],0,0,0,0,0
184,2016-06-03 17:22:00+00:00,Innovating for a cleaner energy future,Public Policy,https://blog.google/outreach-initiatives/public-policy/innovating-for-cleaner-energy-future/,[],0,0,0,0,0
185,2016-05-31 13:19:00+00:00,Our commitment to fighting illegal hate speech online,Google in Europe,https://blog.google/around-the-globe/google-europe/our-commitment-to-fighting-illegal-hate_39/,['hate_speech'],0,1,0,0,0
186,2016-05-19 11:15:00+00:00,A principle that should not be forgotten,Google in Europe,https://blog.google/around-the-globe/google-europe/a-principle-that-should-not-be-forgotten/,['political_disinfo'],0,0,0,1,0
187,2016-05-11 13:00:00+00:00,An update to our AdWords policy on lending products,Public Policy,https://blog.google/outreach-initiatives/public-policy/an-update-to-our-adwords-policy-on/,[],0,0,0,0,0
188,2016-05-07 16:00:00+00:00,Digital #LoveLetters from children of the incarcerated,Public Policy,https://blog.google/outreach-initiatives/public-policy/love-letters-children-of-incarcerated/,['children'],1,0,0,0,0
189,2016-05-06 06:56:00+00:00,This is for everyone: Google and Debating Europe discuss women and tech,Google in Europe,https://blog.google/around-the-globe/google-europe/this-is-for-everyone-google-and_6/,[],0,0,0,0,0
190,2016-05-02 20:26:00+00:00,Join Chancellor Merkel and President Obama on their Hannover Messe Tour,Public Policy,https://blog.google/outreach-initiatives/public-policy/join-chancellor-merkel-and-president/,[],0,0,0,0,0
191,2016-04-27 19:42:00+00:00,A landmark vote for electronic privacy,Public Policy,https://blog.google/outreach-initiatives/public-policy/a-landmark-vote-for-electronic-privacy/,[],0,0,0,0,0
192,2016-04-20 09:39:00+00:00,Android’s model of open innovation,Google in Europe,https://blog.google/around-the-globe/google-europe/androids-model-of-open-innovation/,[],0,0,0,0,0
193,2016-04-14 06:53:00+00:00,Working together to better protect children online,Google in Europe,https://blog.google/around-the-globe/google-europe/working-together-to-better-protec/,"['children', 'safety']",1,0,0,0,0
